water,phy,cdom,spm,wind,depth
0,3.06,0.04,0.02,6.45,2.74
0,0.02,0.5,0.26,4.73,1.05
0,0.03,0.02,0.32,7.75,13.91
0,0.72,0.75,0.04,5.63,15.02
0,0.27,0.03,0.06,6.33,12.2
0,0.04,0.06,1.37,3.36,15.71
0,1.83,0.26,1.73,6.26,13.57
0,0.07,0.08,2.18,8.76,0.94
0,0.69,0.1,0.49,5.44,7.77
0,0.57,1.45,1.23,5.54,3.17
0,0.04,0.31,0.56,6.44,6.31
0,6.22,1.36,0.21,3.97,15.54
0,0.03,0.33,0.02,6.77,19.93
0,0.35,1.11,0.75,12.47,15.32
0,2.67,2.1,1.46,3.72,16.3
0,0.03,0.16,0.18,6.31,1.17
0,2.53,0.08,0.02,12.33,7.64
0,1.12,1.01,0.05,4.67,5.24
0,0.01,0.13,0.02,7.12,3.81
0,0.53,0.04,1.03,5.56,16.37
0,0.56,0.59,3.35,5.99,17.11
0,0.26,1.46,0.53,4.98,19.3
0,0.09,0.09,1.92,2.75,12.14
0,0.13,0.02,0.03,7.94,3.46
0,0.48,0.01,0.03,13.14,7.18
0,0.31,0.19,5.09,6.03,7.66
0,0.5,0.74,1.14,3.93,17.8
0,0.02,0.04,0.43,6.17,10.14
0,0.1,0.37,7.38,8.31,15.54
0,0.28,1.17,0.01,5.71,9.96
0,0.01,1.52,0.02,6.85,8.47
0,1.29,0.04,0.7,6.45,8.38
0,0.05,1.54,2.29,6.48,12.71
0,2.99,0.06,19.2,9.15,16.39
0,0.95,0.02,14.01,5.97,15.26
0,0.03,0.02,0.04,10.34,1.37
0,0.23,0.03,3.16,3.28,10.31
0,0.3,0.23,0.7,4.53,16.5
0,0.06,0.76,29.61,5.97,10.21
0,4.26,1.37,0.86,7.79,17.62
0,0.24,1.69,0.62,5.95,4.98
0,2.9,0.1,2.86,5.25,9.79
0,0.03,1.03,9.22,5.72,14.77
0,0.02,1.5,0.15,9.24,13.79
0,2.02,0.03,0.08,10.5,17.35
0,0.11,0.29,0.02,4.83,5.27
0,1.05,0.05,1.42,3.66,2.91
0,0.91,0.07,0.48,5.95,11.8
0,0.2,0.06,3.97,5.96,18.83
0,0.03,0.14,20.83,9.68,0.44
0,0.23,2.31,2.77,13.08,8.22
0,2.81,0.06,0.87,5.85,18.28
0,4.31,1.19,14.03,5.07,19.09
0,2.6,2.24,1.19,5.3,7.81
0,0.88,0.02,0.89,4.06,3.97
0,0.45,0.03,0.04,5.29,17.23
0,0.05,0.13,0.48,10.19,11.87
0,5.34,0.46,0.38,6.84,5.48
0,0.69,0.03,0.34,4.43,19.83
0,0.42,0.01,0.07,7.76,12.64
0,0.17,1.98,0.65,4.73,2.01
0,0.61,0.11,3.81,7.38,9.38
0,1.19,0.27,0.03,4.03,19.11
0,2.86,0.03,1.08,5.81,13.33
0,0.01,0.23,28.22,4.5,15.33
0,0.01,1.24,1.55,6.9,5.01
0,0.91,0.04,0.31,6.78,14.36
0,1.93,1.64,22.93,6.22,18.03
0,0.03,0.68,1.16,4.88,2.08
0,0.01,0.22,19.68,6.31,19.81
0,0.01,0.04,3.91,6.09,16.06
0,6.5,0.08,28.6,6.44,16.8
0,1.38,1,1.85,9.42,4.86
0,0.63,0.5,0.15,7.78,3.92
0,0.01,0.17,0.23,5.63,0.98
0,0.32,0.36,1.16,7.7,8.29
0,5.47,0.38,0.08,6.94,10.39
0,0.17,0.67,7.06,10.31,17.42
0,0.13,0.02,12.12,7.39,16.14
0,0.07,0.01,0.28,6.81,4.24
0,0.06,0.82,1.29,3.92,6.23
0,1.35,0.01,0.12,5.38,17.46
0,1.68,0.14,1.39,5.64,13.75
0,1.48,0.5,1.21,7.68,12.43
0,5.76,0.76,0.31,6.29,11.05
0,0.4,0.46,2.85,5.18,13.6
0,0.46,1.96,0.29,4.96,9
0,6.65,0.04,0.25,5.36,16.76
0,5.75,1.45,19.21,5.9,2.58
0,6.92,0.35,0.08,6.45,13.34
0,0.16,0.11,21.13,3.12,4.33
0,1.05,0.08,0.04,9.02,16.98
0,0.8,0.16,2.01,7.93,16.4
0,0.01,1.87,0.34,4.86,11.23
0,3.33,1.15,2.31,7.36,18.8
0,1.47,1.76,11.06,7.64,13.82
0,0.6,0.55,3.97,7.19,9.92
0,0.56,0.02,1.26,5.56,14.88
0,0.02,0.33,1.7,13.84,14.01
0,0.46,0.16,3.61,7.16,10.64
0,1.41,0.81,9.22,5.05,9.06
0,0.16,0.15,0.04,4.2,11.98
0,2.77,0.03,4.15,4.38,15.21
0,5.86,0.13,11.19,5.94,6.15
0,0.01,0.05,0.65,5.3,16.87
0,1.82,0.12,0.21,5.74,18.18
0,1.88,0.33,0.43,7.15,0.32
0,0.1,1.09,0.33,6.51,14.08
0,0.15,0.2,0.03,4.66,18.96
0,0.76,0.08,7.84,3.34,4.35
0,0.08,0.61,5.58,7.42,6.44
0,5.52,0.01,18.03,11.03,10.21
0,2.63,0.83,2.84,6.98,0.58
0,0.02,0.42,1.62,7.54,9.09
0,0.19,0.1,12.19,4.31,18
0,0.27,0.29,1.69,7.58,3.93
0,3.14,0.06,17.65,4.86,5.76
0,0.14,1.46,3.53,13.36,13.21
0,1.49,0.4,0.02,2.56,11.07
0,0.72,0.01,3.4,4.41,11.01
0,0.06,0.98,4.25,11.27,9.13
0,0.07,0.38,4.7,6.83,18.2
0,1.78,2.02,1.91,10.3,10.39
0,0.13,0.11,6.05,5.43,11.99
0,0.04,0.14,0.33,5.71,4.47
0,4.53,1.32,0.13,7.65,9.6
0,0.17,0.69,6.91,7.09,1.94
0,0.17,0.02,2.1,5.96,1.6
0,0.11,0.05,0.01,9.54,13.23
0,0.65,0.05,0.68,4.41,16.19
0,0.22,0.05,0.04,7.89,18.2
0,0.36,0.19,0.19,7.83,12.95
0,0.58,0.26,17.81,5.74,0.96
0,3.63,1.19,16.57,8.29,11.06
0,0.03,2.01,1.32,4.73,11.52
0,0.04,0.08,1.51,5.79,12.92
0,0.45,2.12,1.64,6.38,9.22
0,3.93,0.1,1.13,7,2.99
0,0.05,0.97,0.15,8.39,19.99
0,0.02,0.04,18.69,8.63,8.79
0,0.09,0.91,0.13,6.37,7.44
0,1.2,0.11,0.05,4.93,7.67
0,0.03,0.03,0.25,5.41,17.3
0,0.09,0.88,0.43,7.14,18.51
0,5.41,1.68,0.6,7.84,0.96
0,2.31,0.02,0.02,8.22,2.25
0,0.02,0.03,0.58,4.6,4.8
0,0.01,0.15,29.66,7.3,16.34
0,0.04,1.05,6.13,7.46,0.92
0,1.91,0.04,1.23,6.55,8.49
0,0.17,0.77,0.37,9.69,3.44
0,0.08,0.11,7.11,6.72,13.82
0,0.11,0.29,0.11,10.47,9.14
0,0.13,1.99,1.87,9.63,12.42
0,0.09,0.05,0.02,8.35,2.63
0,0.28,0.02,0.19,4.92,9.62
0,0.09,0.22,0.98,9.14,11.75
0,2.22,0.37,0.3,8.06,11.15
0,4.36,0.44,9,2.86,6.2
0,0.22,0.07,25.4,7.7,18.54
0,2.57,0.14,2.04,7.01,14.09
0,0.97,0.8,11.81,7.2,16.83
0,0.03,0.15,0.07,5.16,13.85
0,0.02,0.12,1.09,7.22,18.17
0,0.04,0.26,7.74,6.49,12.96
0,3.21,0.3,0.05,5.49,9.62
0,1.76,0.35,0.03,5.15,9.52
0,0.09,0.04,6.56,4.84,15.86
0,1.37,0.98,0.03,4.1,6.05
0,0.07,0.22,0.75,6.22,18.26
0,5.79,0.21,0.18,5.91,15.27
0,2.55,0.03,15.28,8.46,4.23
0,1.02,0.03,2.58,9.46,11.7
0,0.15,0.27,0.04,5.62,13.62
0,0.04,0.02,0.12,6.53,4.99
0,1.01,0.08,0.13,5.79,8.45
0,0.64,0.35,0.02,5.05,17.72
0,0.18,2.29,24.96,2.92,10.56
0,0.17,0.09,8.47,3.9,4.12
0,0.01,0.34,0.99,4.57,2.48
0,0.06,0.09,2.04,5.76,18.62
0,0.02,1.7,0.14,5.84,10.18
0,0.31,0.08,6.99,4.31,5.55
0,0.01,0.1,0.55,5.27,11.18
0,0.7,0.98,11.42,6.27,17.97
0,0.45,2.35,0.01,3.87,10.89
0,0.24,0.12,0.17,5.72,10.05
0,0.96,0.45,16.83,5.84,1.71
0,0.04,0.56,5.87,5.76,15.38
0,0.52,0.04,0.26,2.5,1.93
0,2.41,0.05,4.65,9.08,6.57
0,2.49,0.05,0.07,7.44,1.3
0,0.03,0.03,0.22,8.61,9.87
0,3.68,0.12,0.21,8.19,7.9
0,0.1,0.17,0.54,7.63,19.25
0,0.06,0.05,9.95,5.19,11.95
0,0.16,1.56,0.45,8.65,10.58
0,0.01,0.06,1.05,7.55,9.32
0,0.25,0.06,0.09,6.31,7.37
0,5.55,1.88,2.51,3.88,1.39
0,0.03,1.84,16.41,5.37,13.55
0,1.81,0.11,0.18,7.55,4.83
0,0.19,1.35,1.3,8.65,12.84
0,0.02,0.81,6.37,4.49,10.01
0,0.89,0.41,4.46,6.91,9.13
0,0.06,0.08,5.99,7.26,5.04
0,6.29,1.77,0.15,7.15,2.15
0,0.08,0.43,0.21,6.22,9.19
0,4.28,0.09,7.9,5.32,2.01
0,0.01,1.54,18.17,5.82,5.03
0,1.2,0.13,2.08,7.3,12.73
0,1.56,2.04,0.03,6.57,1.49
0,3.83,0.01,0.1,7.49,5.75
0,0.97,1.12,22.73,7.62,9.63
0,0.01,0.48,0.12,4.34,6.66
0,1.32,0.49,8.39,10.69,4.98
0,0.77,0.05,24.99,4.26,14.48
0,5.17,0.07,11.09,6.12,12.67
0,4.79,0.85,0.21,5.55,0.56
0,0.07,0.01,2.89,4.36,0.24
0,0.21,0.55,0.09,6.34,16.84
0,2.63,1.12,2.27,5.11,13.1
0,6.87,1.57,0.02,9.48,2.24
0,0.27,0.03,0.81,12.66,9.54
0,0.04,0.33,0.01,4.32,9.14
0,2.29,0.28,5.19,9.01,17.15
0,5.9,0.02,0.02,5.66,4.9
0,0.34,1.8,2.24,9.33,4.09
0,0.35,0.18,1.5,3.74,14.61
0,0.55,0.01,0.41,8.82,16.53
0,0.4,0.04,11.27,7.27,1.07
0,1.58,0.75,13.07,7.11,5.82
0,0.01,1.12,0.02,5.02,6.62
0,0.05,0.03,0.06,5.6,12.54
0,0.05,0.34,1.53,10.89,15.89
0,1.17,0.01,0.02,11.33,12.66
0,0.1,0.02,0.02,9,3.23
0,0.79,0.06,7.88,4.19,4.48
0,0.27,0.81,0.4,5.97,14.7
0,0.04,0.11,0.22,4.46,12.94
0,0.05,1.7,0.38,7.46,3.09
0,1.32,0.65,1.27,9.82,3.77
0,0.32,0.07,4.83,4.97,2.68
0,2.46,0.14,23.28,6.92,14.43
0,0.02,1.54,0.02,5.66,0.48
0,0.34,0.43,0.03,8.76,6.54
0,4.24,0.14,0.01,10.79,3.2
0,1.02,0.57,13.45,6.38,11.83
0,0.03,0.01,2.2,3.78,7.83
0,4.35,2.48,0.05,8.86,17.86
0,5.28,1.09,16.52,8.24,6.07
0,0.08,0.01,0.03,7.16,6.11
0,2.57,0.49,1.21,10.67,7.98
0,0.01,0.32,0.65,6.66,5.78
0,0.03,1.53,0.01,5.29,5.03
0,0.04,0.07,6.32,3.07,3.12
0,0.07,0.17,0.05,5.19,0.51
0,2.59,0.96,8.58,7.4,13.52
0,0.84,0.1,0.16,7.98,0.78
0,0.86,1.29,0.61,8.42,3.79
0,5.61,0.15,0.09,4.62,19.42
0,0.02,0.06,0.15,3.16,15.79
0,0.04,0.03,0.68,8.3,3.14
0,3.84,0.07,1.92,4.6,18.68
0,5.57,0.12,12.26,6.46,11.79
0,0.25,0.28,0.09,7.2,17.83
0,0.03,0.91,1.5,2.92,5.8
0,0.38,0.1,0.01,6.77,10.75
0,0.43,0.03,1.25,7.93,16.11
0,0.08,1.2,5,5.53,1.32
0,0.13,0.34,0.07,4.66,1.36
0,0.02,0.05,1.03,7.54,16.89
0,3.69,2.24,0.25,6.01,14.7
0,0.27,2.25,0.1,6.85,5.12
0,0.02,0.19,0.02,5.63,12.61
0,2.39,0.25,0.35,7.15,12.37
0,0.02,0.05,0.94,5.81,19.15
0,1.42,0.45,0.24,3.97,16.76
0,0.02,2.25,0.07,5.57,6.16
0,0.08,0.18,0.35,4.37,1.02
0,0.07,0.55,2.05,7.08,16.92
0,0.22,0.21,3.61,3.95,13.78
0,1.85,1.04,0.01,5.61,7.42
0,0.13,0.56,0.63,4.64,4.71
0,0.3,0.02,0.41,6.63,8.13
0,0.01,0.23,24.87,14.68,1.68
0,0.91,0.18,0.05,5.27,11.85
0,0.09,1.94,0.89,4.86,4.42
0,0.05,0.01,7.96,6.08,9.89
0,0.82,0.06,0.08,9.26,4.62
0,0.03,0.35,0.18,6.47,8.6
0,0.24,1,5.6,6.01,10.15
0,0.17,0.13,0.51,8.03,13.73
0,0.83,2.19,9.89,4.16,3.42
0,0.02,0.38,0.07,4.99,19.58
0,0.12,2.17,0.49,5.62,10.7
0,0.01,0.03,1.7,8.21,13.71
0,0.1,1.18,6.3,11.88,4.35
0,0.1,0.1,4.09,7.75,12.99
0,0.03,0.49,0.03,5.07,6.15
0,0.95,0.17,0.58,10.27,5.7
0,0.57,0.02,0.05,5.84,8.05
0,1.95,1.76,0.01,6.54,19.68
0,5.6,0.04,29.31,11.6,16.49
0,0.73,0.57,0.03,5.79,2.28
0,1.68,1.37,1.02,5.87,2.13
0,3.23,2.01,13.23,6.23,8.45
0,0.79,0.68,0.92,8.72,3.97
0,0.02,0.26,0.18,5.54,15.67
0,0.11,0.08,0.33,6.66,14.49
0,0.03,0.3,0.15,2.82,19.14
0,0.68,0.05,15.22,6.33,18.05
0,0.69,0.06,14.76,4.53,2.19
0,0.09,0.03,27.33,5.05,17.18
0,0.01,0.02,5.96,4.81,12.72
0,1.77,0.03,19.13,4.22,4.11
0,0.26,0.07,12.76,6.76,9.84
0,2.31,1.28,3.31,6.21,11.4
0,0.13,0.34,0.04,12.26,15.96
0,0.04,0.27,18.93,13.28,2.41
0,0.06,0.04,5.97,3.87,13.57
0,1.33,0.02,2.63,7.45,12.15
0,0.03,1.87,0.03,8.76,2.15
0,0.07,0.36,6.03,9.23,2.45
0,2.64,0.11,0.88,5.8,8.66
0,0.01,0.08,2.6,4.79,4.74
0,0.07,0.09,0.58,5.75,16.75
0,0.27,0.26,0.31,8.61,3.38
0,3.73,0.05,0.1,3.3,12.64
0,0.14,0.02,0.12,5.7,5.48
0,2.64,0.41,1.59,9.47,8.17
0,0.25,0.08,0.13,5.96,5.3
0,0.64,0.89,0.23,4.63,1.88
0,1.96,0.95,0.03,5.86,11.97
0,0.33,0.17,11.78,7.82,19.49
0,0.54,0.02,0.02,9.74,14.31
0,0.67,2.37,1.92,7.31,8.43
0,0.05,1.95,0.13,8.97,1.94
0,4.75,0.04,4.02,5.63,0.96
0,0.01,0.45,2.64,3.1,10.16
0,0.15,1.62,0.17,5.55,15.03
0,4.81,0.03,0.42,7.88,12.69
0,1.25,0.11,0.08,9.71,1.1
0,1.23,1.76,1.31,7.1,12.29
0,0.47,0.47,1.08,8.09,7.73
0,0.03,0.01,3.98,9.3,1.73
0,1.8,0.93,1.97,3.36,3.96
0,0.22,2.48,0.09,7.06,19.62
0,1.03,0.08,0.2,8.63,4.58
0,1.41,2.25,0.27,7.16,8.98
0,0.31,0.2,0.2,4.5,10.73
0,4.43,0.04,1,5.84,15.54
0,1.69,0.94,0.01,7.21,9.69
0,0.52,0.06,8.28,6.66,11.62
0,0.53,0.37,1.71,5.83,3.03
0,1.42,0.07,0.36,10.77,5.53
0,0.12,0.09,0.38,5.52,12.47
0,2.9,0.12,7.53,6.78,5.28
0,0.11,0.65,10.24,9.62,5.86
0,2.25,0.65,0.11,4.44,9.2
0,1.86,1.08,9.87,6.84,4.34
0,0.62,0.88,4.74,5.88,9.84
0,0.17,0.21,0.03,4.93,3.5
0,1.3,0.58,0.17,7.12,7.3
0,3.82,0.05,0.04,3.5,6.07
0,0.59,0.04,0.3,11.23,8.93
0,0.82,0.28,0.15,4.16,13.55
0,4.94,0.05,0.17,7.42,18.72
0,0.03,1.79,9.8,7.92,8.27
0,0.21,1.5,1.59,4.77,0.18
0,1.6,1.18,0.09,4.2,13.32
0,0.33,0.15,3.83,6.91,13.48
0,6.71,0.01,5.28,9.47,6.51
0,0.37,0.15,7.17,5.54,15.33
0,0.2,0.02,3.01,7.46,7.45
0,0.56,0.12,0.19,6.07,6.27
0,0.28,0.03,0.02,19.84,2.4
0,0.11,0.83,0.18,9.2,15.32
0,0.6,1.9,0.02,6.93,12.19
0,5.86,0.04,0.02,5.68,12.95
0,0.15,0.76,6.57,11.95,19.59
0,0.49,0.09,0.07,5.25,3.87
0,0.01,0.24,8.74,4.53,15.27
0,0.45,0.16,2.75,7.26,8.82
0,0.07,0.05,25.24,6.91,2.37
0,0.01,0.3,0.2,4.4,10.13
0,0.05,0.24,5.7,6.11,11.2
0,0.48,0.47,2.96,3.53,15.37
0,0.05,0.08,0.01,11.15,2.37
0,3.07,0.36,0.92,7.88,11.72
0,0.15,0.13,3.08,5.04,6.74
0,0.45,0.06,7.88,6.78,15.15
0,0.85,0.03,7.61,6.89,3.12
0,0.14,0.15,0.07,10.44,12.57
0,6.96,0.33,0.07,8.41,1.2
0,0.02,0.35,0.43,4.96,13.58
0,3.57,2.07,27.65,6,9.3
0,2.82,0.12,5.3,8.1,4.74
0,0.02,0.08,0.31,13.87,5.36
0,1.35,0.1,27.07,4.62,9.96
0,1.01,1.78,0.24,5.68,17.55
0,0.06,0.3,6.49,6.38,1.63
0,0.1,0.03,3.63,4.96,12.99
0,0.16,1.29,0.02,4.78,17.23
0,0.14,0.22,29.05,4.84,0.6
0,4.85,1.09,4.81,8.82,7.87
0,0.14,0.21,0.18,7.1,17.88
0,1.03,0.05,0.24,8.42,17.82
0,5.33,0.06,19.01,10.82,12.4
0,0.02,1.53,0.14,5.74,8.06
0,1.05,0.02,0.62,4.44,13.09
0,0.09,0.4,0.01,7.85,13.38
0,1.98,0.04,0.69,9.44,2.72
0,3.01,0.34,0.19,5.57,16.27
0,3.05,0.35,0.42,11.28,19.62
0,1.44,0.02,0.1,4.78,17.81
0,4.45,0.12,1.49,8.05,19.66
0,0.16,0.79,1.07,6.77,8.1
0,0.02,0.3,0.07,6.96,2.88
0,0.06,0.02,0.19,3.45,17.4
0,5.29,2.4,9.7,3.95,14.37
0,0.08,0.01,0.03,12.96,6.14
0,0.02,0.92,7.86,10.05,13.63
0,0.24,0.15,0.65,8.89,10.89
0,0.27,0.26,11.41,5.04,18.82
0,0.01,0.04,0.05,5.46,6.96
0,0.04,0.41,13.99,7.58,12.41
0,1.27,0.1,1.39,8.54,12.23
0,0.66,0.01,0.33,10,3.88
0,0.37,1.91,4.1,7.3,10.35
0,0.09,2.07,0.66,5.19,17.78
0,0.21,0.91,2.97,7.47,9.4
0,0.11,0.22,1,8.49,2.02
0,0.45,0.15,6.4,6.21,8.7
0,0.93,0.06,0.16,4.58,8.74
0,0.06,0.05,3.57,8.53,17.16
0,1.76,0.78,1.75,8.35,10.74
0,2.26,0.08,0.93,4.84,12.03
0,1.91,0.42,26.29,6.14,18.07
0,0.13,0.23,0.03,6.33,17.69
0,1.65,0.92,0.05,6.74,17.16
0,2.21,0.01,0.39,10.53,13.2
0,0.99,0.07,3.12,7.12,9.73
0,3.62,0.21,2.63,6.55,12.87
0,1.08,0.01,0.37,8.06,4.72
0,3.81,0.02,0.03,5.74,13.35
0,0.27,0.25,1.94,7.49,14.52
0,0.02,1.03,0.1,5.66,12.07
0,6.54,0.7,0.49,4.7,3.61
0,0.81,1.09,0.33,6.6,12.48
0,1.36,0.28,0.44,5.2,2.62
0,0.11,2.29,18.23,9.43,1.09
0,0.11,0.55,0.72,4.53,11.37
0,0.14,1.82,1.98,9.07,16.19
0,3.6,0.04,14,9.75,0.76
0,5.92,0.22,0.09,5.66,4.67
0,0.01,1.69,0.72,5.91,13.84
0,0.08,0.04,0.56,16.84,19.79
0,6.82,0.02,20.48,7.92,11.69
0,0.51,0.46,3.23,9.74,5.11
0,0.08,0.01,0.09,5.17,8.32
0,0.04,0.56,10.52,8.78,7.06
0,1,0.08,0.55,6.95,9.28
0,0.19,1.42,0.6,4.18,18.87
0,2.77,0.03,0.03,6.68,2.4
0,0.03,0.39,0.03,4.9,4.68
0,0.05,0.12,0.07,5.95,19.53
0,0.08,2.22,0.04,3.64,10.79
0,3.92,0.5,0.02,4.45,0.58
0,0.3,0.54,0.01,7.87,18.1
0,2.3,0.14,0.67,8.07,4.22
0,1.84,0.73,0.06,4.52,12.18
0,3.43,0.3,0.05,4.13,14.24
0,0.61,0.02,1.53,7.41,8.54
0,0.07,0.08,0.5,4.92,6.71
0,1.92,0.05,1.21,8.62,14.07
0,0.12,0.01,1.09,7.69,13.18
0,3.14,0.07,9.36,5.61,13.67
0,0.11,0.26,0.15,4.63,11.19
0,0.25,1.78,0.09,7.15,14.4
0,0.19,0.02,0.1,6.24,3.36
0,0.21,0.96,9.56,7.9,14.09
0,0.19,0.04,2.23,6.28,10.46
0,1.47,0.07,2.77,5.98,5.66
0,0.68,0.18,0.05,5.29,18.94
0,0.07,0.26,1.09,4.3,15.55
0,2.42,0.04,1.93,4.19,5.72
0,0.88,0.04,0.39,5.08,17.92
0,0.38,0.1,0.14,4.81,13.11
0,0.68,0.08,0.02,8.44,1.59
0,1.53,1.29,12.3,6.62,1.74
0,1.38,0.13,0.03,8.92,17.99
0,4.97,0.31,0.01,3.97,1.97
0,0.6,0.08,3.58,9.12,14.45
0,0.08,0.23,13.51,5.68,16.16
0,0.08,0.24,0.17,8.23,3.21
0,0.08,0.27,23.05,8.64,14.68
0,1.79,0.23,0.02,5.28,13.12
0,0.17,0.18,0.28,3.07,2.01
0,5.73,0.66,7.03,10.49,15.54
0,1.92,2.26,0.26,7.89,14.18
0,0.08,0.61,0.88,5.37,18.84
0,0.8,0.06,0.99,7.69,18.41
0,4.66,1.7,1.02,4.23,19.03
0,3.8,0.46,0.03,6.64,10.16
0,0.17,0.02,2.15,4,16.28
0,0.05,0.36,0.12,10.14,17.59
0,5.69,0.03,0.02,5.54,9.89
0,3.77,0.72,0.16,6.71,14.34
0,0.5,0.17,0.32,7.26,5.93
0,6.23,0.27,11.45,6.11,14.48
0,0.6,0.83,7.77,6.85,7.69
0,1.8,0.28,2.59,4.46,17.53
0,0.01,0.09,0.03,4.8,7.25
0,0.05,1.33,0.06,7.42,18
0,0.03,0.79,0.11,7.97,19.97
0,0.04,0.03,14.54,7.1,2.28
0,0.75,1.83,3.01,6.9,2.52
0,0.39,0.12,3.63,10.13,13.59
0,0.47,0.04,3.5,3.73,2.33
0,0.08,2.23,3.89,4.64,6.23
0,0.66,1.57,0.04,5.74,10.88
0,0.03,0.97,3.38,8.6,15.81
0,0.96,0.05,0.29,8.77,11.96
0,2.49,0.74,0.22,6.53,8.82
0,1.15,0.02,0.59,7.28,3.62
0,0.02,1.93,0.02,4.12,16.51
0,0.13,0.03,0.13,3.88,1.61
0,0.38,1.37,0.09,7.44,1.94
0,0.02,0.08,0.09,9.18,10.62
0,1.36,0.01,0.91,4.05,0.67
0,1.1,0.01,0.73,3.63,9.75
0,1.73,0.04,1.34,4.76,18.91
0,0.44,1.79,0.02,9.9,8.5
0,0.11,2.32,0.13,9.54,15.5
0,0.05,0.26,4.31,5.82,7.34
0,3.55,0.86,0.2,4.7,14.84
0,0.09,0.01,0.03,6.84,6.85
0,4.02,0.96,0.05,4.43,16.61
0,0.35,0.02,0.01,6,1.11
0,0.05,0.03,1.19,8.99,6.8
0,0.35,0.66,0.65,9.68,4.38
0,0.02,0.15,7.96,6.33,17.24
0,0.37,0.02,2.96,6.04,6.35
0,0.39,0.07,0.18,6.87,12.23
0,0.05,0.01,0.04,5.05,12.52
0,0.02,0.02,0.1,7.43,6.56
0,1.07,0.08,0.04,8.65,10.17
0,0.03,1.62,12.64,4.29,14.12
0,1.88,0.08,7.47,5.7,11.03
0,0.05,0.33,2.29,5.33,11.8
0,0.32,0.04,0.88,6.5,8.33
0,1.69,0.01,16.89,7.28,1.17
0,0.51,0.64,0.15,8.58,0.9
0,0.08,0.04,0.03,5.96,1.48
0,2.53,0.95,1.82,5.92,16.03
0,0.04,0.64,4.72,3.85,4.8
0,0.08,0.29,22.63,5.07,16.7
0,0.08,0.5,0.05,6.6,2.11
0,0.54,0.34,0.03,5.19,0.88
0,1.26,0.26,7.34,6.03,9.9
0,0.61,0.76,0.02,5.84,5.09
0,3.53,0.07,0.03,5.74,15.2
0,1.52,0.12,0.06,5.15,10.97
0,3.55,0.03,0.03,7.34,10.91
0,0.19,1.17,0.17,10.67,6.86
0,0.02,0.26,29.49,7.61,15.88
0,0.01,0.13,12.95,5.46,7.54
0,0.03,0.1,0.02,5.72,0.4
0,0.13,0.01,2.89,4.64,9.07
0,0.04,0.61,4.21,9.36,11.04
0,3.08,0.04,3.52,6.74,16.42
0,0.16,0.72,2.79,8.15,15.07
0,0.06,0.19,6.24,8.61,18.76
0,0.21,1.42,3.42,4.56,11.7
0,0.33,0.69,0.03,3.65,2.17
0,1.18,0.1,0.35,8.41,5.22
0,0.38,0.13,9.12,5.59,2.34
0,0.18,0.16,9.3,11.52,13.6
0,1,0.19,0.25,5.03,4.41
0,0.73,0.88,0.12,4.05,6.59
0,0.07,0.45,0.02,5.13,8.1
0,2.11,1.19,0.06,3.71,3.49
0,3.18,0.35,1.41,4.62,4.43
0,0.94,0.28,0.07,8,3.95
0,0.36,0.08,0.91,8.27,12.28
0,2.48,0.03,11.62,11.36,3.02
0,0.27,0.03,20.67,6.62,16.01
0,0.02,0.24,20.3,7.14,16.49
0,0.25,0.19,0.7,4.49,7.03
0,0.47,0.38,5.9,7.48,11.72
0,6.43,0.35,5.86,5.01,17.77
0,1.68,0.02,1.66,5.47,5.6
0,5.93,2.43,0.08,5.56,6.83
0,0.49,0.02,0.11,5.41,18.07
0,1.96,0.15,7.39,3.47,0.17
0,0.03,1.94,0.01,3.64,15.56
0,5.34,0.26,0.02,8.06,1.25
0,2.29,0.09,3.35,8.97,19.65
0,0.05,2.09,2.26,5.07,8.44
0,0.08,0.32,0.02,4.68,6.83
0,0.21,0.03,0.24,7.8,16.24
0,1.69,0.33,13.08,9.01,14.93
0,0.62,0.58,0.07,7.98,7.81
0,4.65,0.18,0.31,5.04,17.18
0,1.11,0.01,4.19,6.06,8
0,0.03,0.86,0.18,4.69,17.09
0,3.78,2.26,0.08,4.64,10.67
0,0.5,0.15,0.01,4.44,11.6
0,0.03,0.17,0.27,4.72,19.1
0,0.03,0.1,1.49,5.11,11.14
0,1.04,0.29,5.73,7.64,4.24
0,2.23,1.07,1.29,9.6,2.92
0,0.02,1.33,0.14,7,11.29
0,1.61,0.03,0.02,5.35,2.86
0,3.21,0.02,0.04,6.84,3.08
0,0.1,0.03,0.05,5.1,7.4
0,0.15,0.23,0.23,4.52,19.32
0,0.16,0.03,2.29,5.91,16.25
0,0.03,0.1,0.03,7.88,11.02
0,1.22,0.51,3.76,8.63,0.79
0,0.01,0.03,0.02,5.98,7.58
0,0.71,2.24,0.02,6.48,1.16
0,0.27,1.48,0.06,4.79,8.75
0,0.03,1.16,0.59,9.94,7.89
0,1.96,0.16,10.79,4.68,6.32
0,0.02,0.15,0.04,6.05,11.05
0,0.25,0.05,0.18,8.02,0.59
0,1.74,1.05,0.12,4.64,11.17
0,0.81,0.27,0.43,5.33,6.41
0,0.34,0.04,0.08,8.81,2.14
0,2.19,0.11,2.19,5.11,4.13
0,0.12,0.62,0.82,6.08,17.55
0,0.09,0.46,0.47,6.48,7.34
0,0.05,0.45,3.61,4.57,12.49
0,1.59,0.84,2.66,5.81,4.61
0,2.01,0.32,0.11,8.32,1.26
